5,0.097,0.0000969133
1,0.101,0.0001007824
4,0.101,0.0001013927
3,0.102,0.0001017799
2,0.102,0.0001021147
4,0.104,0.0001040421
1,0.104,0.0001040726
3,0.104,0.0001042433
2,0.104,0.0001043844
5,0.104,0.0001041794
3,0.103,0.0001025667
2,0.103,0.0001026583
1,0.103,0.0001028996
4,0.104,0.0001036634
5,0.104,0.0001041861
5,0.104,0.0001043425
3,0.104,0.0001041908
4,0.104,0.0001041079
1,0.104,0.0001043739
2,0.105,0.0001047688
3,0.105,0.0001045694
4,0.105,0.0001046209
5,0.105,0.0001046066
1,0.106,0.0001055250
2,0.105,0.0001053181
