2,0.009,0.0000946403
4,0.010,0.0001023400
1,0.011,0.0001052403
5,0.010,0.0001025903
3,0.010,0.0001045406
1,0.010,0.0001005101
4,0.010,0.0001024902
2,0.010,0.0001036596
3,0.010,0.0001039100
5,0.010,0.0001026595
5,0.009,0.0000934994
2,0.010,0.0000962496
4,0.009,0.0000947702
1,0.009,0.0000932503
2,0.009,0.0000910997
1,0.010,0.0000978100
2,0.010,0.0001019299
5,0.010,0.0001036406
1,0.011,0.0001076901
3,0.010,0.0001030004
3,0.010,0.0000978696
4,0.010,0.0001045203
4,0.010,0.0001031494
3,0.010,0.0001028705
5,0.010,0.0000988603
