1,0.010,0.0001016903
3,0.010,0.0001015997
2,0.010,0.0001041603
5,0.010,0.0001019001
4,0.010,0.0001036596
4,0.009,0.0000923204
3,0.010,0.0000983298
2,0.010,0.0001004004
1,0.010,0.0001019001
3,0.009,0.0000943899
5,0.009,0.0000921595
2,0.010,0.0000957704
1,0.010,0.0000968301
4,0.010,0.0001045704
5,0.010,0.0001037800
1,0.010,0.0000974500
4,0.010,0.0000973296
3,0.010,0.0000996602
5,0.010,0.0000974500
2,0.010,0.0000955105
1,0.010,0.0000973797
2,0.010,0.0001018798
5,0.010,0.0000958002
4,0.010,0.0000979400
3,0.010,0.0001014698
