5,1.005,0.0001004631
3,1.006,0.0001005760
1,1.007,0.0001007004
4,1.010,0.0001010429
2,1.011,0.0001010574
5,1.093,0.0001093498
2,1.094,0.0001093773
1,1.094,0.0001093849
1,1.093,0.0001092636
3,1.094,0.0001093712
4,1.094,0.0001093605
4,1.103,0.0001102638
1,1.102,0.0001101761
4,1.102,0.0001101746
3,1.102,0.0001102074
2,1.103,0.0001103241
5,1.103,0.0001102592
2,1.102,0.0001102447
3,1.103,0.0001103310
1,1.098,0.0001098228
5,1.102,0.0001101578
4,1.098,0.0001097748
2,1.098,0.0001098076
5,1.098,0.0001098061
3,1.098,0.0001098213
