1,0.102,0.0001016531
3,0.103,0.0001030722
2,0.104,0.0001038122
5,0.104,0.0001035738
4,0.104,0.0001036358
4,0.102,0.0001024942
2,0.103,0.0001032019
1,0.103,0.0001032228
5,0.103,0.0001029100
3,0.103,0.0001030893
2,0.104,0.0001036139
3,0.103,0.0001029768
4,0.104,0.0001037445
5,0.103,0.0001027107
1,0.104,0.0001043644
5,0.104,0.0001039686
2,0.104,0.0001043177
5,0.103,0.0001033173
4,0.104,0.0001041269
1,0.104,0.0001035442
4,0.103,0.0001031942
3,0.105,0.0001045809
1,0.104,0.0001043959
3,0.104,0.0001041813
2,0.104,0.0001037207
