3,0.010,0.0001025498
2,0.010,0.0001033401
1,0.011,0.0001050198
5,0.010,0.0001022995
4,0.010,0.0001039898
2,0.010,0.0000973201
3,0.010,0.0001002502
1,0.010,0.0000993204
1,0.010,0.0001018500
4,0.010,0.0001009297
1,0.010,0.0001001501
5,0.010,0.0000968099
3,0.009,0.0000899506
2,0.009,0.0000942004
5,0.009,0.0000916898
5,0.010,0.0001009202
4,0.009,0.0000937402
4,0.010,0.0001005399
2,0.010,0.0001026797
5,0.010,0.0000958395
3,0.010,0.0001020801
3,0.011,0.0001056099
1,0.010,0.0000979698
2,0.010,0.0001013994
4,0.010,0.0000965595
